# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.004        5.000        1.820        6.855
       4.005       10.000        1.820        6.855
       5.007       12.000        1.820        6.855
       6.008       16.000        1.820        6.855
       7.010       16.000        1.820        6.855
       8.012       13.000        1.820        6.855
       9.013       12.000        1.820        6.855
      10.015       16.000        1.820        6.855
      11.016       14.000        1.820        6.855
      12.017       13.000        1.820        6.855
