# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007       10.000        1.762        6.855
       5.008        9.000        1.762        6.855
       6.010       13.000        1.762        6.855
       7.011       14.000        1.762        6.855
       8.012       12.000        1.762        6.855
       9.014       12.000        1.762        6.855
      10.015       13.000        1.762        6.855
      11.017       15.000        1.762        6.855
      12.018       15.000        1.762        6.855
      13.019       12.000        1.762        6.855
