# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.002        0.000        1.820        6.852
       2.005        0.000        1.820        6.852
       3.008        0.000        1.820        6.852
       4.011        0.000        1.820        6.852
       5.012        6.000        1.820        6.855
       6.013       11.000        1.820        6.855
       7.015       11.000        1.820        6.855
       8.016       12.000        1.820        6.855
       9.018       14.000        1.820        6.855
      10.019       12.000        1.820        6.855
      11.020       12.000        1.820        6.855
      12.021       12.000        1.820        6.855
      13.022       12.000        1.820        6.855
      14.023        9.000        1.820        6.855
