# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.002        0.000        1.762        6.852
       2.005        0.000        1.762        6.852
       3.008        0.000        1.762        6.852
       4.011        0.000        1.762        6.852
       5.014        9.000        1.762        6.855
       6.015       10.000        1.762        6.855
       7.016       15.000        1.762        6.855
       8.017       14.000        1.762        6.855
       9.018       15.000        1.762        6.855
      10.019       12.000        1.762        6.855
      11.021       12.000        1.762        6.855
      12.021       13.000        1.762        6.855
      13.022       14.000        1.762        6.855
      14.023       13.000        1.762        6.855
