# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        5.000        1.887        6.855
       4.006       13.000        1.887        6.855
       5.007       17.000        1.887        6.855
       6.008       17.000        1.887        6.855
       7.009       14.000        1.887        6.855
       8.010       12.000        1.887        6.855
       9.011       16.000        1.887        6.855
      10.012       17.000        1.887        6.855
      11.013       15.000        1.887        6.855
      12.014       13.000        1.887        6.855
