# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.824        6.852
       1.001        0.000        1.824        6.852
       2.003        0.000        1.824        6.852
       3.005       11.000        1.824        6.855
       4.006       10.000        1.824        6.855
       5.008       13.000        1.824        6.855
       6.009       14.000        1.824        6.855
       7.011       13.000        1.824        6.855
       8.012       12.000        1.824        6.855
       9.013       11.000        1.824        6.855
      10.014       13.000        1.824        6.855
      11.015       16.000        1.824        6.855
      12.017       12.000        1.824        6.855
